Hours_Studied,Attendance,Previous_Scores,Tutoring_Sessions,Sleep_Hours,Motivation_Level,Teacher_Quality,School_Type,Internet_Access,Family_Income,Parental_Involvement,Parental_Education_Level,Distance_from_Home,Physical_Activity,Peer_Influence,Access_to_Resources,Extracurricular_Activities,Health,Study_Environment,Exam_Score,Score_Range,Parent_Edu_mapped,Motivation_mapped
Medium,55,17,1,1,0,1,0,1,0,1,2,1,4,1,2,1,4,2,40,1,Higher,Low
Low,13,19,4,4,0,2,0,0,2,2,1,11,6,1,1,0,0,2,12,0,College,Low
Medium,32,10,3,6,1,2,0,1,0,2,0,14,0,1,1,1,1,0,22,1,School,Medium
High,9,43,2,2,2,0,1,1,0,0,2,19,5,0,1,1,4,1,33,1,Higher,High
Low,15,63,1,6,0,0,0,1,2,1,0,8,0,1,1,0,4,1,34,1,School,Low
Low,3,33,4,0,1,2,0,1,2,1,1,28,5,0,2,1,1,1,14,0,College,Medium
High,26,64,1,1,1,0,0,0,0,2,2,5,3,2,1,0,3,2,47,2,Higher,Medium
Medium,27,54,4,2,0,1,1,0,1,0,1,17,6,0,0,0,0,0,43,2,College,Low
High,42,0,4,1,0,2,1,0,1,0,1,1,0,1,2,1,0,0,28,1,College,Low
Low,15,37,4,1,0,2,1,1,2,1,1,6,1,2,2,0,0,2,24,1,College,Low
Low,58,8,3,1,1,1,0,0,1,0,0,5,4,0,1,0,2,1,18,0,School,Medium
Low,51,16,4,4,1,1,1,1,1,1,2,13,2,2,2,1,0,1,27,1,Higher,Medium
Medium,32,51,4,3,2,0,1,1,2,1,2,17,3,2,1,1,1,0,35,1,Higher,High
Medium,47,17,1,1,1,0,1,0,0,0,2,14,5,0,2,1,0,0,25,1,Higher,Medium
Low,18,62,4,4,0,1,0,1,0,2,2,18,3,2,1,1,3,1,32,1,Higher,Low
Low,20,32,3,0,2,0,1,1,1,1,2,5,2,2,2,0,2,2,12,0,Higher,High
Medium,21,3,1,3,2,0,0,0,0,1,1,14,1,1,0,0,1,2,13,0,College,High
High,8,51,4,4,2,2,0,0,2,1,1,5,3,2,1,0,1,0,38,1,College,High
High,8,8,1,6,2,0,1,1,1,1,1,22,0,0,1,0,3,2,25,1,College,High
Low,8,63,3,0,0,0,1,1,0,0,0,13,0,0,0,0,0,2,27,1,School,Low
High,26,29,1,6,2,2,1,1,1,0,0,12,0,1,1,1,2,1,38,1,School,High
Medium,16,7,3,3,0,1,1,1,0,0,0,8,4,1,2,1,2,1,14,0,School,Low
High,43,4,2,4,1,0,0,0,1,0,0,18,2,0,2,1,2,2,25,1,School,Medium
High,56,62,4,0,0,0,0,0,0,1,2,9,1,0,2,0,1,0,54,3,Higher,Low
High,44,0,3,4,2,1,0,1,0,2,0,9,0,1,0,1,3,1,30,1,School,High
Medium,7,14,4,0,1,0,0,0,2,2,2,27,0,0,0,1,1,1,8,0,Higher,Medium
Medium,15,37,3,1,1,1,1,1,2,0,2,14,4,2,2,1,0,1,24,1,Higher,Medium
Low,17,41,0,1,1,2,0,0,2,1,2,8,0,1,0,0,4,0,18,0,Higher,Medium
High,58,45,0,3,2,1,0,0,1,0,1,14,5,1,1,0,2,1,55,3,College,High
Medium,32,52,0,0,0,1,1,1,1,2,1,26,4,1,0,1,2,1,43,2,College,Low
Low,0,25,3,1,0,1,0,0,1,0,2,25,5,1,1,0,2,2,13,0,Higher,Low
High,11,60,4,3,2,2,1,1,0,1,0,8,2,2,2,1,1,0,41,2,School,High
Low,5,66,0,2,2,1,1,0,0,1,0,14,3,1,2,0,2,2,28,1,School,High
Medium,40,53,4,1,1,1,1,0,0,1,1,26,0,1,2,0,2,2,38,1,College,Medium
Low,54,21,3,1,0,0,0,1,1,0,0,8,0,0,0,1,4,2,26,1,School,Low
Medium,4,25,4,5,2,0,1,0,2,2,1,12,6,1,2,1,3,2,21,1,College,High
High,58,59,4,4,2,0,1,0,1,1,0,9,2,0,0,0,0,2,54,3,School,High
Medium,15,38,0,2,0,1,1,1,1,2,1,25,3,0,2,1,1,2,32,1,College,Low
Low,17,35,1,0,1,2,0,0,2,2,0,2,4,0,1,1,0,1,19,0,School,Medium
High,48,20,2,3,1,2,0,0,2,0,1,29,3,2,0,0,3,0,31,1,College,Medium
Low,17,40,3,2,1,1,1,1,1,0,0,20,0,1,1,1,0,2,20,0,School,Medium
High,0,47,3,0,0,1,0,1,0,2,1,3,2,1,1,1,1,0,37,1,College,Low
High,18,25,3,1,2,0,0,0,0,1,0,13,5,0,1,0,4,0,23,1,School,High
Low,53,62,2,6,2,0,0,0,2,1,1,12,1,1,2,1,0,1,55,3,College,High
Low,7,35,1,5,2,1,0,1,1,0,1,20,2,0,1,1,3,0,16,0,College,High
High,2,23,4,6,2,2,0,1,0,1,2,14,4,1,1,1,1,0,18,0,Higher,High
Medium,57,20,3,3,0,1,1,0,0,2,0,21,4,0,1,0,3,0,44,2,School,Low
High,24,17,4,3,1,2,0,0,2,1,0,6,0,0,0,0,0,0,32,1,School,Medium
Medium,57,14,0,2,1,0,0,1,1,0,0,14,6,0,0,1,1,1,23,1,School,Medium
High,4,5,0,4,1,1,0,0,2,2,1,23,2,2,0,0,0,1,17,0,College,Medium
Medium,54,42,0,0,1,2,0,0,1,2,0,7,1,0,0,0,2,2,37,1,School,Medium
Medium,39,30,3,5,2,0,1,1,1,1,0,5,2,2,0,0,1,0,33,1,School,High
Medium,18,27,2,5,2,1,1,0,1,1,0,25,4,2,0,1,0,0,24,1,School,High
High,17,7,3,6,0,1,0,0,1,2,2,3,6,0,0,1,1,1,28,1,Higher,Low
High,49,28,0,2,1,0,1,1,1,0,2,28,2,2,2,1,4,1,40,1,Higher,Medium
Medium,52,20,0,4,2,1,0,0,1,0,0,4,0,1,0,1,2,1,37,1,School,High
Medium,30,57,3,4,2,0,0,0,0,1,1,25,4,2,1,0,3,0,40,1,College,High
High,32,59,2,4,2,0,1,1,0,0,1,25,2,2,2,0,0,1,48,2,College,High
High,46,49,2,3,1,1,1,1,0,2,2,14,2,2,0,1,3,0,54,3,Higher,Medium
Low,17,30,4,0,2,0,0,1,0,0,1,1,0,2,0,1,0,1,14,0,College,High
Low,56,46,1,0,1,0,0,0,1,2,2,25,0,0,1,1,1,0,27,1,Higher,Medium
High,38,33,0,6,1,2,1,0,0,1,0,22,2,1,1,0,3,2,43,2,School,Medium
Low,15,1,2,2,0,1,0,0,1,0,0,14,6,1,1,0,2,1,13,0,School,Low
High,15,66,0,1,0,0,0,0,2,2,0,13,1,2,2,0,0,2,45,2,School,Low
Medium,46,51,1,2,1,0,1,1,2,1,2,24,4,1,2,0,3,1,44,2,Higher,Medium
High,37,6,0,0,1,0,1,1,0,2,1,24,2,0,2,0,0,1,23,1,College,Medium
High,40,18,2,6,1,1,1,1,1,0,0,13,0,2,2,1,4,0,41,2,School,Medium
High,6,14,4,3,2,1,0,0,0,2,1,4,4,2,1,0,4,2,24,1,College,High
Medium,13,47,3,2,2,2,0,1,1,1,1,10,0,2,1,1,3,0,32,1,College,High
High,42,13,3,6,2,2,1,0,0,1,0,27,4,1,1,1,4,0,34,1,School,High
High,52,2,2,1,0,2,1,0,2,0,2,26,2,2,1,0,2,0,29,1,Higher,Low
Medium,47,49,2,5,1,1,0,0,2,1,1,20,5,2,1,1,3,0,48,2,College,Medium
High,24,53,1,2,2,0,0,1,0,0,1,2,5,1,0,0,1,1,37,1,College,High
Medium,31,5,0,6,2,1,0,0,0,1,0,16,6,0,1,0,3,0,24,1,School,High
High,37,48,1,4,0,0,1,0,1,0,0,20,3,1,1,1,1,1,45,2,School,Low
Low,21,22,3,1,0,1,1,1,2,1,0,7,5,0,0,0,4,1,19,0,School,Low
Medium,58,19,0,4,1,2,0,1,0,0,1,20,3,0,2,1,3,0,36,1,College,Medium
Low,15,59,1,3,1,0,0,0,1,2,2,15,4,0,1,1,2,1,29,1,Higher,Medium
High,51,44,3,0,2,1,0,0,2,2,1,13,6,2,0,0,4,2,47,2,College,High
Low,28,60,0,2,2,2,0,0,1,0,0,13,6,0,0,0,4,2,34,1,School,High
Medium,15,55,4,6,2,1,1,1,2,1,0,7,6,2,0,1,4,2,41,2,School,High
Medium,11,1,4,2,2,0,1,1,2,1,2,24,0,1,0,1,1,2,7,0,Higher,High
High,16,44,1,4,2,2,1,1,1,0,1,0,0,0,2,1,1,1,38,1,College,High
Medium,36,39,2,4,0,1,1,1,1,1,0,16,0,2,2,0,2,1,40,1,School,Low
Low,26,23,0,0,1,2,1,1,2,0,2,27,2,2,2,0,1,2,11,0,Higher,Medium
Low,24,28,1,6,0,0,0,0,2,2,0,27,4,0,1,1,0,2,16,0,School,Low
High,12,66,2,2,1,0,1,0,1,0,2,28,2,0,0,0,0,2,38,1,Higher,Medium
High,7,67,2,6,1,2,1,0,0,1,1,11,3,0,1,1,3,2,40,1,College,Medium
Medium,55,65,0,0,1,0,1,0,1,1,2,13,3,2,0,0,4,1,50,2,Higher,Medium
High,4,53,0,4,0,0,0,1,0,0,0,8,0,2,0,0,0,2,39,1,School,Low
Medium,11,52,2,5,2,0,0,1,1,0,1,13,0,0,2,0,1,2,27,1,College,High
Low,40,48,3,6,1,1,1,0,0,0,0,12,4,1,2,1,2,0,41,2,School,Medium
Medium,2,31,1,4,1,2,1,0,0,0,1,19,3,2,1,1,1,0,15,0,College,Medium
Medium,34,60,0,1,0,2,1,1,2,2,0,22,4,2,0,0,4,1,40,1,School,Low
Low,32,41,2,4,0,1,1,0,1,1,0,14,3,1,0,1,4,2,32,1,School,Low
High,56,0,3,4,2,0,0,0,1,1,1,19,1,1,1,0,0,2,31,1,College,High
Low,21,62,4,6,2,0,1,1,1,0,2,25,4,1,2,0,0,0,29,1,Higher,High
Low,49,34,2,5,1,1,1,0,0,0,1,17,1,2,0,0,1,2,32,1,College,Medium
Medium,55,50,3,0,0,1,1,1,0,0,1,23,2,1,0,1,3,2,49,2,College,Low
High,43,44,4,1,2,2,1,0,2,2,2,4,6,1,0,1,1,2,47,2,Higher,High
Low,8,64,3,1,2,2,0,0,0,2,0,28,3,2,2,0,0,0,26,1,School,High
Medium,40,13,0,2,2,1,1,0,1,0,0,14,1,2,2,0,3,0,26,1,School,High
Low,17,2,2,5,0,0,1,1,0,1,1,28,2,2,1,0,3,2,8,0,College,Low
Medium,49,23,4,3,0,2,1,1,0,2,2,27,4,1,2,1,0,2,36,1,Higher,Low
Low,28,64,3,2,0,1,1,1,2,1,2,23,1,0,2,1,1,2,38,1,Higher,Low
High,38,47,4,2,0,0,1,1,0,2,0,0,1,0,1,0,2,2,44,2,School,Low
Medium,26,9,1,2,0,2,0,1,1,0,2,22,2,2,1,0,0,1,14,0,Higher,Low
High,35,12,2,1,1,0,0,1,1,0,1,6,6,1,0,1,1,0,33,1,College,Medium
Low,44,13,0,0,1,1,1,0,1,1,1,25,1,1,2,0,2,1,16,0,College,Medium
Medium,16,9,4,6,0,0,0,0,1,0,0,25,2,1,1,1,4,1,11,0,School,Low
High,55,39,3,4,1,0,1,0,2,1,2,6,5,2,1,1,4,1,42,2,Higher,Medium
Low,33,22,4,1,0,1,1,0,2,0,0,21,3,0,0,1,4,1,21,1,School,Low
Medium,45,54,3,4,1,0,1,1,1,0,1,23,3,1,2,1,2,2,44,2,College,Medium
Medium,2,62,4,4,1,1,1,0,1,1,2,27,3,0,0,1,3,2,33,1,Higher,Medium
Medium,4,41,0,3,2,0,1,1,0,0,2,17,1,0,2,0,4,2,24,1,Higher,High
High,13,65,0,6,0,0,1,0,0,2,0,14,1,1,1,0,4,2,44,2,School,Low
Low,2,46,2,2,1,2,0,0,0,0,0,12,0,2,0,0,3,0,11,0,School,Medium
Medium,22,51,0,3,1,0,1,1,0,1,0,28,0,0,2,0,2,0,38,1,School,Medium
High,38,17,4,2,2,0,0,1,0,0,0,29,2,0,1,0,2,2,24,1,School,High
Low,29,17,4,1,1,0,0,0,1,2,0,12,1,0,0,0,3,2,13,0,School,Medium
High,49,23,0,4,2,0,0,1,0,0,2,9,2,0,0,0,0,2,43,2,Higher,High
Medium,44,22,1,3,1,2,1,1,0,0,1,20,4,0,1,1,3,2,29,1,College,Medium
High,22,11,4,5,2,1,1,0,0,2,2,1,6,1,2,1,1,2,25,1,Higher,High
Low,26,22,2,1,2,0,1,1,2,0,2,5,1,2,2,1,1,0,14,0,Higher,High
Medium,53,20,1,1,0,0,1,1,2,0,0,14,5,0,0,0,0,0,31,1,School,Low
Medium,9,63,0,5,0,0,1,1,2,1,2,27,4,2,1,0,0,2,45,2,Higher,Low
High,24,33,3,2,1,0,0,0,1,1,1,12,1,2,2,1,1,0,33,1,College,Medium
Low,12,1,4,4,0,2,0,1,2,1,1,29,3,1,2,1,3,0,0,0,College,Low
Low,15,68,3,2,0,2,1,1,0,1,2,23,2,2,2,0,2,1,30,1,Higher,Low
Low,40,30,2,2,0,2,0,1,0,2,2,7,5,2,0,0,1,2,29,1,Higher,Low
Low,33,67,1,1,1,2,0,0,0,1,0,21,0,2,0,1,3,2,33,1,School,Medium
High,54,69,3,2,1,1,1,0,1,1,2,12,3,2,0,1,1,0,55,3,Higher,Medium
Medium,36,18,2,0,0,1,1,0,2,0,0,14,5,0,2,0,2,0,33,1,School,Low
Medium,21,12,3,5,0,1,1,1,2,2,2,10,0,1,1,0,1,0,31,1,Higher,Low
Low,16,64,3,6,1,0,0,0,0,2,0,9,1,1,1,0,1,0,33,1,School,Medium
High,22,5,2,5,0,1,0,1,0,1,1,29,4,1,1,0,2,2,27,1,College,Low
Low,53,26,4,4,2,0,0,0,2,0,0,27,4,2,0,1,4,0,26,1,School,High
Low,35,51,3,5,1,2,0,0,2,2,2,14,5,2,2,0,1,0,32,1,Higher,Medium
Low,48,47,2,2,1,0,0,1,0,2,0,14,6,0,2,1,1,2,36,1,School,Medium
Low,8,67,3,2,2,1,0,1,2,1,0,14,3,2,1,1,1,0,36,1,School,High
Low,51,43,4,3,0,0,0,1,2,1,2,17,0,2,2,0,0,1,38,1,Higher,Low
Low,1,16,2,4,2,0,1,1,1,1,0,28,5,1,1,0,0,2,8,0,School,High
Low,31,37,3,4,0,1,0,1,0,0,2,7,2,2,0,1,2,0,30,1,Higher,Low
High,55,9,0,5,0,0,1,1,2,1,1,20,2,1,1,1,3,0,34,1,College,Low
High,49,53,4,2,1,1,1,1,1,2,0,4,6,1,0,1,0,2,44,2,School,Medium
High,52,5,3,0,1,1,0,0,1,2,2,29,2,1,2,1,2,0,28,1,Higher,Medium
Low,58,5,1,3,0,0,0,0,1,1,1,20,0,2,2,0,0,1,23,1,College,Low
Medium,21,51,2,0,2,2,1,0,1,2,2,14,4,2,0,0,3,1,29,1,Higher,High
High,42,14,3,2,1,1,0,1,1,0,2,23,4,0,2,1,0,2,38,1,Higher,Medium
Low,12,67,4,4,0,2,1,0,1,1,1,9,3,1,0,1,4,1,34,1,College,Low
Low,7,56,4,4,1,2,0,1,1,2,0,19,6,0,1,0,3,2,20,0,School,Medium
Low,58,55,1,6,1,1,0,0,0,2,1,18,0,2,0,0,3,1,51,3,College,Medium
Low,0,6,1,0,1,2,1,0,0,1,2,26,1,2,1,1,0,2,3,0,Higher,Medium
Medium,16,50,3,6,2,0,1,1,0,2,1,11,6,2,2,0,0,0,34,1,College,High
High,11,57,0,6,2,0,1,0,1,2,2,1,1,0,1,0,1,0,44,2,Higher,High
Medium,3,63,4,1,0,2,1,0,2,1,1,6,2,2,1,1,1,2,33,1,College,Low
Low,52,25,0,2,2,0,0,0,1,0,0,10,5,2,2,1,3,1,24,1,School,High
High,12,57,0,4,0,0,1,0,0,2,1,15,5,2,2,1,1,2,40,1,College,Low
High,30,30,3,5,0,1,1,0,0,0,0,11,5,0,1,1,1,0,40,1,School,Low
Low,40,65,2,1,1,2,1,1,1,0,0,9,4,0,0,1,1,2,42,2,School,Medium
High,58,12,2,4,1,0,0,1,0,0,2,12,4,2,1,0,4,0,37,1,Higher,Medium
Low,6,17,2,5,2,2,0,0,2,0,1,22,6,1,2,1,1,2,6,0,College,High
Low,22,12,1,4,0,0,1,1,2,0,2,1,0,0,0,1,1,2,18,0,Higher,Low
Medium,23,23,4,1,0,0,0,1,2,2,1,24,0,0,1,0,4,1,23,1,College,Low
High,4,56,1,0,1,0,1,0,1,2,0,15,3,1,2,0,0,0,29,1,School,Medium
High,4,28,4,2,1,0,0,1,0,0,1,22,0,0,0,0,3,2,18,0,College,Medium
High,16,55,4,6,1,2,1,1,0,1,2,14,3,1,2,0,2,2,41,2,Higher,Medium
High,29,53,4,1,2,1,1,1,2,0,0,5,2,1,0,1,0,1,45,2,School,High
Medium,8,4,3,1,0,0,0,0,0,1,0,3,2,1,1,1,4,2,12,0,School,Low
Low,5,34,2,6,0,1,1,0,1,2,2,7,4,1,0,1,4,2,26,1,Higher,Low
High,24,18,1,4,0,0,1,0,2,1,0,20,6,1,0,0,3,2,27,1,School,Low
Medium,18,54,1,5,1,1,1,0,1,2,0,22,6,0,1,1,1,1,42,2,School,Medium
High,15,68,3,6,2,0,0,0,1,1,2,4,6,2,0,0,2,1,43,2,Higher,High
Low,20,43,4,1,2,1,0,0,0,0,2,14,4,1,1,1,2,1,24,1,Higher,High
Medium,1,37,2,2,1,0,1,0,1,2,0,23,4,0,2,0,2,2,22,1,School,Medium
High,9,61,0,6,2,1,1,1,2,1,2,7,1,2,2,1,0,2,43,2,Higher,High
High,15,21,0,6,2,0,1,0,1,0,0,13,3,2,2,0,4,2,23,1,School,High
Low,36,39,3,0,0,0,0,1,0,1,1,22,5,0,1,0,2,1,28,1,College,Low
High,14,25,2,5,1,1,1,0,1,1,2,17,5,2,1,1,2,2,30,1,Higher,Medium
Medium,12,4,0,0,1,2,1,0,1,1,2,23,2,2,1,0,1,2,16,0,Higher,Medium
Low,12,53,0,0,1,0,1,0,0,2,0,20,3,1,1,0,0,2,23,1,School,Medium
Low,31,48,1,2,1,0,0,0,0,2,1,1,1,1,2,1,4,2,22,1,College,Medium
Medium,44,2,2,4,0,2,1,1,0,0,1,19,1,0,1,1,3,0,24,1,College,Low
Medium,46,37,0,5,2,0,0,0,0,1,2,14,2,1,2,0,1,1,34,1,Higher,High
Medium,45,13,1,5,2,1,1,1,0,1,0,3,2,2,0,1,1,2,26,1,School,High
Low,7,46,2,6,0,2,1,1,0,2,0,14,4,2,0,0,1,2,23,1,School,Low
High,42,13,4,2,2,0,1,1,0,2,2,6,1,1,2,0,2,1,35,1,Higher,High
Medium,17,37,2,5,1,1,0,0,1,1,1,25,4,0,0,0,3,2,26,1,College,Medium
Medium,55,63,3,1,0,0,1,0,1,1,0,16,2,0,2,1,0,2,48,2,School,Low
Medium,35,43,1,3,0,2,1,1,1,1,0,9,5,1,1,0,4,2,38,1,School,Low
High,25,69,4,6,1,2,1,0,2,2,2,10,1,0,2,1,0,0,51,3,Higher,Medium
High,9,64,1,3,1,2,0,0,0,1,2,22,1,0,1,1,1,0,44,2,Higher,Medium
Low,30,24,1,3,1,1,1,0,1,1,1,26,0,2,0,0,3,1,21,1,College,Medium
Medium,32,15,0,0,2,0,1,1,0,2,0,4,1,1,2,0,0,1,20,0,School,High
Medium,28,14,2,5,1,1,1,1,2,2,0,25,4,1,1,1,0,2,18,0,School,Medium
High,4,2,1,6,0,1,0,1,0,2,2,14,0,2,2,1,1,2,20,0,Higher,Low
Low,12,66,1,2,2,2,0,1,1,2,2,24,6,2,2,0,1,2,30,1,Higher,High
High,0,36,3,5,2,0,0,1,2,1,2,24,1,1,2,1,0,2,28,1,Higher,High
High,22,54,3,2,0,1,0,0,0,2,0,24,0,1,0,0,0,0,46,2,School,Low
High,39,37,3,5,2,0,0,1,2,2,1,15,1,2,1,1,2,2,36,1,College,High
Medium,2,62,1,6,1,2,1,1,0,1,0,24,3,0,0,0,3,1,32,1,School,Medium
High,2,0,4,6,1,0,0,1,2,0,2,24,5,2,1,1,1,1,15,0,Higher,Medium
Low,6,18,2,0,1,0,0,1,1,1,1,9,6,0,2,1,4,0,1,0,College,Medium
Medium,35,51,1,6,1,2,0,0,0,1,2,26,4,1,0,0,4,1,43,2,Higher,Medium
High,34,29,0,1,2,0,0,0,0,1,1,23,4,1,1,1,1,1,28,1,College,High
High,14,54,4,3,0,0,0,1,0,1,2,1,6,1,1,1,3,1,49,2,Higher,Low
Low,39,13,4,3,2,1,0,0,1,1,0,18,0,1,0,0,4,0,22,1,School,High
High,2,12,2,5,0,0,1,1,2,1,1,10,3,1,1,1,2,0,20,0,College,Low
High,28,26,4,0,0,2,1,1,1,1,1,4,0,2,1,1,1,2,34,1,College,Low
High,29,8,2,3,1,0,0,1,2,0,0,5,0,1,2,1,4,1,23,1,School,Medium
Low,38,40,4,5,2,1,0,0,0,1,0,12,2,1,1,1,4,1,33,1,School,High
Low,17,47,2,6,1,0,0,0,2,1,2,25,0,1,1,1,1,1,31,1,Higher,Medium
Low,10,11,3,4,2,1,0,1,2,1,1,17,1,1,0,1,3,2,12,0,College,High
Low,42,9,3,5,2,0,1,1,0,1,2,27,2,0,1,0,1,0,16,0,Higher,High
High,48,5,4,2,1,0,0,1,0,1,2,16,2,1,2,1,0,2,26,1,Higher,Medium
Low,59,33,4,3,2,2,1,0,2,0,2,23,6,0,0,0,4,2,31,1,Higher,High
Medium,37,51,2,3,1,2,1,1,0,2,1,23,0,0,0,1,0,1,40,1,College,Medium
Medium,39,40,2,4,0,0,1,1,0,2,0,14,2,1,1,0,3,2,39,1,School,Low
High,0,5,1,6,1,0,1,0,2,1,2,29,4,0,0,0,0,1,12,0,Higher,Medium
Medium,28,1,3,1,2,1,0,1,1,0,1,0,5,1,0,1,3,0,18,0,College,High
Low,9,14,1,5,2,1,1,0,1,0,2,28,2,0,0,0,1,2,11,0,Higher,High
Medium,27,16,1,1,0,2,0,1,0,0,0,12,2,2,2,1,2,1,23,1,School,Low
Low,56,15,0,5,0,0,0,0,2,2,0,9,6,1,2,1,2,2,30,1,School,Low
Low,30,27,2,4,0,0,1,1,0,2,1,12,1,1,1,0,1,1,23,1,College,Low
Medium,18,9,0,1,1,1,1,1,1,0,1,14,4,0,2,0,4,2,10,0,College,Medium
Medium,2,9,0,0,1,0,1,0,1,2,0,26,2,2,1,0,3,1,8,0,School,Medium
High,35,9,1,4,2,0,0,1,2,2,1,21,1,1,0,0,0,1,31,1,College,High
High,42,27,0,6,0,0,1,0,2,1,0,14,4,0,2,0,2,1,43,2,School,Low
High,14,23,2,5,0,1,0,1,1,1,2,18,2,0,2,1,0,1,32,1,Higher,Low
Low,32,18,1,2,1,1,0,0,2,1,0,14,0,1,2,1,0,0,12,0,School,Medium
High,40,67,2,6,2,1,0,1,1,0,2,3,2,0,2,0,0,0,55,3,Higher,High
Medium,42,55,4,6,0,0,0,0,0,1,0,2,5,1,0,0,4,0,46,2,School,Low
Low,50,66,0,2,1,1,1,0,1,0,2,16,4,2,0,0,2,0,41,2,Higher,Medium
Low,44,41,1,2,1,2,1,1,1,1,0,29,5,2,2,1,0,1,28,1,School,Medium
Low,25,11,3,5,0,2,1,1,2,0,1,6,2,2,0,0,0,0,15,0,College,Low
High,15,17,2,6,0,0,1,0,2,2,1,6,5,2,0,1,2,0,39,1,College,Low
High,35,22,0,3,2,1,1,0,2,0,0,1,4,0,0,1,0,2,31,1,School,High
High,32,5,2,4,0,0,1,0,0,2,1,16,0,0,1,0,3,1,24,1,College,Low
Medium,19,52,2,4,1,1,0,1,2,1,0,4,2,0,2,1,2,2,44,2,School,Medium
High,12,41,4,1,0,1,1,0,0,2,2,21,4,1,1,1,0,0,38,1,Higher,Low
Low,32,65,2,4,0,2,0,0,2,2,2,7,6,2,1,0,4,0,43,2,Higher,Low
Medium,4,29,4,6,2,2,0,0,2,1,1,7,5,1,0,0,3,0,22,1,College,High
Low,36,8,4,4,1,2,0,1,1,0,0,10,1,2,1,1,1,0,17,0,School,Medium
Medium,13,41,4,6,0,0,0,1,1,0,0,29,5,1,0,0,4,1,36,1,School,Low
High,26,33,0,1,1,1,1,1,1,0,2,20,2,0,0,1,1,1,33,1,Higher,Medium
Low,22,39,2,4,2,2,1,0,0,1,2,9,5,0,1,1,1,0,23,1,Higher,High
High,13,16,2,4,1,0,0,0,2,0,1,0,6,0,2,0,0,1,21,1,College,Medium
High,39,28,4,0,0,0,0,1,1,2,0,14,5,1,2,1,3,0,35,1,School,Low
High,3,49,2,5,0,1,1,1,2,1,1,28,5,0,0,1,0,0,41,2,College,Low
High,38,48,2,1,2,0,0,1,1,0,1,6,0,0,1,1,4,2,43,2,College,High
High,51,60,4,0,2,0,1,1,2,2,1,14,1,2,2,1,1,0,47,2,College,High
High,18,45,3,3,2,2,0,0,1,2,0,24,5,1,1,1,0,2,37,1,School,High
Medium,46,45,3,1,1,0,0,1,1,0,2,16,2,1,1,0,4,2,39,1,Higher,Medium
High,53,16,4,6,1,1,1,1,1,1,0,13,4,0,1,0,4,1,39,1,School,Medium
High,3,65,0,5,1,2,1,0,1,2,0,25,6,1,0,1,1,2,38,1,School,Medium
Low,29,4,2,4,1,2,1,0,1,2,0,24,3,0,0,0,0,1,8,0,School,Medium
Low,18,53,2,6,2,0,1,1,2,2,1,2,5,1,0,0,3,1,32,1,College,High
Low,30,15,3,4,1,1,1,1,1,2,1,14,1,2,2,0,4,0,17,0,College,Medium
High,30,6,4,0,1,1,1,1,2,0,0,9,4,1,1,0,0,2,23,1,School,Medium
Low,8,7,0,0,1,0,1,1,1,1,1,2,1,0,0,0,3,1,2,0,College,Medium
High,52,37,4,3,1,2,0,0,2,2,1,11,6,1,1,0,1,1,43,2,College,Medium
High,12,53,3,3,2,0,1,1,1,2,2,3,2,1,1,0,3,2,39,1,Higher,High
Medium,13,14,3,5,2,0,0,1,1,2,0,11,0,2,0,1,1,0,10,0,School,High
Medium,54,49,2,4,0,0,1,1,1,1,0,14,5,1,2,0,4,2,47,2,School,Low
Medium,59,55,1,6,0,2,1,1,0,2,1,23,0,2,0,0,2,2,55,3,College,Low
Medium,45,8,0,2,1,2,0,0,2,1,0,12,5,2,1,1,2,2,24,1,School,Medium
Medium,53,7,0,6,1,0,0,1,2,1,0,24,5,2,1,0,4,0,31,1,School,Medium
Low,9,18,1,3,2,1,0,0,1,1,0,6,1,0,2,1,3,0,5,0,School,High
Low,47,50,3,4,0,0,0,1,1,1,0,19,3,2,0,0,2,0,33,1,School,Low
High,30,56,4,6,1,0,1,1,1,0,1,27,2,1,1,1,1,2,48,2,College,Medium
High,36,67,0,6,0,1,1,1,0,0,2,27,4,1,1,1,4,0,55,3,Higher,Low
Low,22,30,1,3,0,0,1,0,1,0,1,18,2,2,1,1,0,2,19,0,College,Low
Medium,26,2,2,6,0,2,1,0,1,2,2,27,3,2,1,0,2,2,18,0,Higher,Low
High,5,42,2,6,2,2,1,1,2,1,0,18,6,2,0,0,3,0,26,1,School,High
High,25,28,3,1,1,0,0,0,0,1,0,28,6,0,0,1,4,0,34,1,School,Medium
Low,1,9,0,0,1,2,1,0,2,0,0,29,4,2,0,1,2,2,0,0,School,Medium
Low,44,11,4,4,2,1,1,1,0,0,0,8,3,2,0,1,2,1,24,1,School,High
Low,12,45,0,6,2,0,0,0,0,1,0,6,2,2,0,1,4,0,25,1,School,High
Low,50,29,2,3,2,0,0,0,2,0,0,6,2,2,2,1,0,0,28,1,School,High
Medium,49,31,0,0,0,1,0,0,2,2,0,21,1,2,0,0,4,2,33,1,School,Low
High,59,46,2,6,0,2,1,0,0,2,2,14,5,1,1,1,0,1,55,3,Higher,Low
High,18,62,1,6,1,0,0,0,0,2,0,5,6,1,0,1,4,1,46,2,School,Medium
Medium,0,25,1,2,1,1,0,1,1,1,0,6,3,1,2,1,1,2,18,0,School,Medium
High,39,2,2,3,0,0,0,1,1,0,0,12,0,0,1,0,1,2,30,1,School,Low
